STUDENT_LIST,REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,CAMPUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,RESIDENCE,ACCOMMODATION Type,FEES,EXPECTED FEES(%) - RAW,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX)
List15,S23B84/006,A14265,Naava Wakabi,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Double Normal,95%,95,3733000,3546350,186650
List15,S23B84/008,A14300,Stephen Akiiki,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,NR,None,95%,95,2883000,2738850,144150
List15,S23B84/010,A14319,Norah Muwonge,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,NR,None,50%,50,2883000,1441500,1441500
List15,S23B84/012,A14333,Naggayi Magezi,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,NR,None,100%,100,2883000,2883000,0
List15,S23B84/014,A14341,Yusuf Nanyonjo,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,R,Ordinary,55%,55,3533000,1943150,1589850
List15,S23B84/016,A14378,Florence Ssenoga,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,3,2,6,Continuing,Normal,Mukono,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,NR,None,30%,30,2883000,864900,2018100
List15,S24B84/001,A14218,Nambooze Chemutai,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,NR,None,80%,80,2883000,2306400,576600
List15,S24B84/003,A14227,Solomon Atwine,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Double Normal,30%,30,3733000,1119900,2613100
List15,S24B84/005,A14249,Norah Nakandi,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,1,3,Leave of Absence,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Ordinary,70%,70,3533000,2473100,1059900
List15,S24B84/008,A14271,Caleb Nakisige,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Executive,50%,50,4383000,2191500,2191500
List15,S24B84/010,A14284,Ivan Jjumba,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Busoga High School,Iganga,Tier 2,Private/Faith-based,R,Ordinary,50%,50,3533000,1766500,1766500
List15,S24B84/013,A14301,Edwin Nabirye,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Late,Mukono,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,R,Executive,80%,80,4383000,3506400,876600
List15,S24B84/015,A14316,Nambi Mugisha,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Ordinary,30%,30,3533000,1059900,2473100
List15,S24B84/017,A14321,Rose Twinamatsiko,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,NR,None,100%,100,2883000,2883000,0
List15,S24B84/019,A14328,Warren Kamara,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,R,Double Normal,45%,45,3733000,1679850,2053150
List15,S24B84/022,A14343,Gerald Tabaaro,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,R,Ordinary,75%,75,3533000,2649750,883250
List15,S24B84/024,A14364,Mohammed Brown,Kenyan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,R,Double Normal,65%,65,3733000,2426450,1306550
List15,S24B84/027,A14394,Lawrence Okello,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,2,2,4,Continuing,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,R,Executive,100%,100,4383000,4383000,0
List15,S25B84/001,A14189,Sophia Pereza,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Busoga High School,Iganga,Tier 2,Private/Faith-based,R,Double Normal,65%,65,3733000,2426450,1306550
List15,S25B84/003,A14196,John Malinga,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,R,Double Normal,85%,85,3733000,3173050,559950
List15,S25B84/005,A14199,Lilian Kayemba,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Late,Mukono,Gayaza High School,Kampala,Tier 1,Private/Faith-based,NR,None,45%,45,2883000,1297350,1585650
List15,S25B84/007,A14210,Caroline Kibirige,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,NR,None,100%,100,2883000,2883000,0
List15,S25B84/009,A14222,Simon Nakiganda,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,NR,None,40%,40,2883000,1153200,1729800
List15,S25B84/011,A14229,Lydia Kamara,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Executive,40%,40,4383000,1753200,2629800
List15,S25B84/015,A14298,Elizabeth Nassaka,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,NR,None,25%,25,2883000,720750,2162250
List15,S25B84/017,A14317,Isaac Kiyingi,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Executive,30%,30,4383000,1314900,3068100
List15,S25B84/019,A14334,Nabulime Wanyama,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,NR,None,70%,70,2883000,2018100,864900
List15,S25B84/022,A14350,Naggayi Okot,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,NR,None,100%,100,2883000,2883000,0
List15,S25B84/024,A14356,Gift Kaddu,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,NR,None,100%,100,2883000,2883000,0
List15,S25B84/027,A14383,Grace Nakyanzi,Ugandan,School of Business,Tourism & Hospitality,84,Bachelor of Tourism and Hospitality Management,1,2,2,Continuing,Normal,Mukono,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,R,Ordinary,100%,100,3533000,3533000,0
List15,J22B72/004,A14491,Atwine Galiwango,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,Mukono,Gulu High School,Gulu,Tier 2,Private/Faith-based,R,Ordinary,100%,100,4833000,4833000,0
List15,J22B72/006,A14518,Judy Ssempijja,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Late,Mukono,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,R,Ordinary,90%,90,4833000,4349700,483300
List15,J22B72/009,A14551,Elizabeth Namagombe,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,Mukono,Ntare School,Kampala,Tier 1,Public/Mixed,NR,None,100%,100,4183000,4183000,0
List15,J22B72/013,A14598,Peter Nuwagaba,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Leave of Absence,Normal,Mukono,Ntare School,Kampala,Tier 1,Public/Mixed,R,Ordinary,60%,60,4833000,2899800,1933200
List15,J22B72/015,A14612,Kevin Nassaka,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,Mukono,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,R,Double Normal,60%,60,5033000,3019800,2013200
List15,J23B72/002,A14411,Emma Martin,Rwandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,R,Double Normal,65%,65,5033000,3271450,1761550
List15,J23B72/005,A14465,Namirembe Kazibwe,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,R,Executive,80%,80,5683000,4546400,1136600
List15,J23B72/008,A14481,Olivia Waiswa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Leave of Absence,Normal,Mukono,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,R,Double Normal,100%,100,5033000,5033000,0
List15,J23B72/010,A14530,Zaituni Nakaggwa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,R,Executive,70%,70,5683000,3978100,1704900
List15,J23B72/012,A14558,David Harris,Kenyan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,NR,None,90%,90,4183000,3764700,418300
List15,J23B72/016,A14575,Joseph Naddumba,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,NR,None,75%,75,4183000,3137250,1045750
List15,J23B72/018,A14594,Olivia Baker,Tanzanian,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,NR,None,100%,100,4183000,4183000,0
List15,J23B72/020,A14614,Brian Amony,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,King's College Budo,Kampala,Tier 1,Private/Faith-based,R,Ordinary,35%,35,4833000,1691550,3141450
List15,J23B72/023,A14650,Paul Mirembe,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,45%,45,4183000,1882350,2300650
List15,J24B72/002,A14476,Asiimwe Tindyebwa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Late,Mukono,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,NR,None,70%,70,4183000,2928100,1254900
List15,J24B72/005,A14504,Lilian Kiconco,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,NR,None,35%,35,4183000,1464050,2718950
List15,J24B72/007,A14520,Atwine Bukenya,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,R,Ordinary,100%,100,4833000,4833000,0
List15,J24B72/009,A14531,Amina Twinamatsiko,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,R,Executive,100%,100,5683000,5683000,0
List15,J24B72/011,A14544,Nakintu Tindyebwa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Muni Girls School,Arua,Tier 2,Private/Faith-based,R,Double Normal,55%,55,5033000,2768150,2264850
List15,J24B72/013,A14557,Naggayi Wasswa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,60%,60,4183000,2509800,1673200
List15,J24B72/015,A14572,Mia Wilson,Kenyan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Gayaza High School,Kampala,Tier 1,Private/Faith-based,NR,None,35%,35,4183000,1464050,2718950
List15,J24B72/017,A14576,Patrick Chemutai,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,NR,None,60%,60,4183000,2509800,1673200
List15,J24B72/019,A14601,Caroline Abigaba,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,NR,None,100%,100,4183000,4183000,0
List15,J24B72/022,A14626,Michael Bukenya,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,NR,None,80%,80,4183000,3346400,836600
List15,J24B72/024,A14648,Richard Atim,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,NR,None,40%,40,4183000,1673200,2509800
List15,J25B72/003,A14417,Robert Namyalo,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Double Normal,45%,45,5033000,2264850,2768150
List15,J25B72/008,A14431,Sharifah Ssewava,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,40%,40,5683000,2273200,3409800
List15,J25B72/010,A14445,Sophia Abigaba,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Double Normal,95%,95,5033000,4781350,251650
List15,J25B72/012,A14463,Gertrude Ladu,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Late,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Ordinary,60%,60,4833000,2899800,1933200
List15,J25B72/014,A14488,Natukunda Bataringaya,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Double Normal,100%,100,5033000,5033000,0
List15,J25B72/017,A14505,Ali Jackson,Kenyan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,R,Double Normal,100%,100,5033000,5033000,0
List15,J25B72/020,A14550,Sarah Allen,Kenyan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,1,2,2,Leave of Absence,Late,Mukono,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,NR,None,95%,95,4183000,3973850,209150
List15,J25B72/022,A14591,Proscovia Ssewava,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,1,2,2,Leave of Absence,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,R,Double Normal,35%,35,5033000,1761550,3271450
List15,J25B72/025,A14646,Daniel Nakato,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,NR,None,100%,100,4183000,4183000,0
List15,KJ22B72/002,A14459,David Garcia,Indian,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,Kampala,Lira Town College,Lira,Tier 2,Private/Faith-based,NR,None,60%,60,4183000,2509800,1673200
List15,KJ22B72/010,A14579,Racheal Tabaaro,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,5,1,9,Continuing,Normal,Kampala,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,R,Ordinary,50%,50,5033000,2516500,2516500
List15,KJ23B72/003,A14418,Precious Kisembo,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Late,Kampala,Namasagali College,Kamuli,Tier 1,Private/Faith-based,R,Double Normal,45%,45,5183000,2332350,2850650
List15,KJ23B72/014,A14569,Martin Matovu,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Kampala,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,R,Ordinary,100%,100,5033000,5033000,0
List15,KJ23B72/022,A14636,Dorothy Mayanja,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,1,7,Continuing,Normal,Kampala,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,R,Ordinary,100%,100,5033000,5033000,0
List15,KJ24B72/020,A14611,Sarah Walker,Indian,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Continuing,Normal,Kampala,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,NR,None,75%,75,4183000,3137250,1045750
List15,KJ25B72/004,A14421,Walter Kahinda,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Kampala,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Executive,100%,100,5983000,5983000,0
List15,KJ25B72/006,A14424,Brian Kahinda,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Kampala,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,NR,None,55%,55,4183000,2300650,1882350
List15,KJ25B72/019,A14513,Amina Brown,Indian,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,1,3,Continuing,Normal,Kampala,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,65%,65,5033000,3271450,1761550
List15,KM22B72/007,A14447,Florence Kiyingi,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Kampala,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,NR,None,100%,100,4183000,4183000,0
List15,KM23B72/006,A14464,Ronald Kisembo,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Kampala,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,R,Double Normal,40%,40,5183000,2073200,3109800
List15,KM24B72/003,A14479,Lawrence Ouma,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,2,4,Continuing,Normal,Kampala,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Executive,20%,20,5983000,1196600,4786400
List15,KM24B72/005,A14510,Ruth Sabiiti,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,2,4,Continuing,Normal,Kampala,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,NR,None,35%,35,4183000,1464050,2718950
List15,KM24B72/013,A14644,Valerie Abigaba,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,2,4,Continuing,Normal,Kampala,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,90%,90,5033000,4529700,503300
List15,KM25B72/016,A14620,Zahra White,Tanzanian,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,1,2,2,Continuing,Normal,Kampala,Lira Town College,Lira,Tier 2,Private/Faith-based,NR,None,85%,85,4183000,3555550,627450
List15,KS22B72/011,A14564,Ivan Chemutai,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Kampala,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,NR,None,45%,45,4183000,1882350,2300650
List15,KS23B72/007,A14436,Nandutu Amony,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Kampala,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,R,Executive,65%,65,5983000,3888950,2094050
List15,KS23B72/024,A14629,Adong Nakayiza,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Kampala,Seeta High School,Kampala,Tier 2,Private/Faith-based,R,Executive,100%,100,5983000,5983000,0
List15,KS24B72/018,A14608,Victor Byaruhanga,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,2,2,4,Continuing,Normal,Kampala,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,R,Double Normal,100%,100,5183000,5183000,0
List15,KS25B72/024,A14645,Faith Mugisha,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,1,2,2,Continuing,Late,Kampala,Nabumali High School,Mbale,Tier 1,Private/Faith-based,R,Ordinary,75%,75,5033000,3774750,1258250
List15,M22B72/002,A14410,Nakimera Lwanga,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,45%,45,4183000,1882350,2300650
List15,M22B72/004,A14419,Namirembe Kaboyo,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,R,Executive,100%,100,5683000,5683000,0
List15,M22B72/006,A14430,Violet Kato,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Seeta High School,Kampala,Tier 2,Private/Faith-based,NR,None,100%,100,4183000,4183000,0
List15,M22B72/009,A14512,Nambi Muwanga,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Seeta High School,Kampala,Tier 2,Private/Faith-based,R,Executive,40%,40,5683000,2273200,3409800
List15,M22B72/011,A14536,Brian Adong,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,R,Executive,95%,95,5683000,5398850,284150
List15,M22B72/013,A14554,Sylvia Nakitto,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Late,Mukono,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,R,Ordinary,75%,75,4833000,3624750,1208250
List15,M22B72/015,A14563,Caleb Barasa,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Gulu High School,Gulu,Tier 2,Private/Faith-based,R,Ordinary,70%,70,4833000,3383100,1449900
List15,M22B72/018,A14607,Francis Kiyingi,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Makerere College School,Kampala,Tier 2,Private/Faith-based,R,Ordinary,75%,75,4833000,3624750,1208250
List15,M22B72/020,A14619,Violet Bainomugisha,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,NR,None,65%,65,4183000,2718950,1464050
List15,M22B72/022,A14635,Ritah Lwanga,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,4,2,8,Continuing,Normal,Mukono,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,NR,None,95%,95,4183000,3973850,209150
List15,M23B72/001,A14426,Winnie Acen,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Leave of Absence,Late,Mukono,King's College Budo,Kampala,Tier 1,Private/Faith-based,NR,None,90%,90,4183000,3764700,418300
List15,M23B72/003,A14443,Prisca Walakira,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,50%,50,4183000,2091500,2091500
List15,M23B72/005,A14453,Gift Kalibbala,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Leave of Absence,Normal,Mukono,King's College Budo,Kampala,Tier 1,Private/Faith-based,R,Double Normal,40%,40,5033000,2013200,3019800
List15,M23B72/008,A14494,Patrick Akena,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,1,5,Leave of Absence,Late,Mukono,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,R,Ordinary,50%,50,4833000,2416500,2416500
List15,M23B72/011,A14546,Martin Acen,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Mukono,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,R,Executive,60%,60,5683000,3409800,2273200
List15,M23B72/013,A14592,Rose Nabirye,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Mukono,Ngora High School,Soroti,Tier 2,Private/Faith-based,NR,None,100%,100,4183000,4183000,0
List15,M23B72/015,A14610,Anena Lwanga,Ugandan,School of Dentistry,Dentistry,72,Bachelor of Dental Surgery,3,2,6,Continuing,Normal,Mukono,Muni Girls School,Arua,Tier 2,Private/Faith-based,NR,None,45%,45,4183000,1882350,2300650
