STUDENT_LIST,REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,CAMPUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,RESIDENCE,ACCOMMODATION Type,FEES,EXPECTED FEES(%) - RAW,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX)
List15,M24B39/007,A10389,Prisca Mayanja,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,2,4,Continuing,Normal,Mukono,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,R,Double Normal,50%,50,4133000,2066500,2066500
List15,M25B39/001,A10305,Olivia Ssekiziyivu,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Late,Mukono,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,R,Ordinary,50%,50,3933000,1966500,1966500
List15,M25B39/004,A10330,Ivan Pereza,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,R,Executive,70%,70,4783000,3348100,1434900
List15,M25B39/007,A10338,Emmanuel Bbaale,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,R,Executive,40%,40,4783000,1913200,2869800
List15,M25B39/009,A10357,Harper Young,Kenyan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,NR,None,30%,30,3283000,984900,2298100
List15,M25B39/011,A10376,David Tumusiime,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,NR,None,75%,75,3283000,2462250,820750
List15,S23B39/001,A10308,Diana Ssenfuma,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,2,6,Continuing,Normal,Mukono,Ngora High School,Soroti,Tier 2,Private/Faith-based,NR,None,65%,65,3283000,2133950,1149050
List15,S23B39/003,A10315,Akiiki Namirembe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,2,6,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,NR,None,85%,85,3283000,2790550,492450
List15,S23B39/005,A10321,Benjamin Baker,Tanzanian,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,2,6,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Executive,25%,25,4783000,1195750,3587250
List15,S23B39/007,A10332,Irene Bamwine,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,1,5,Leave of Absence,Normal,Mukono,Ntare School,Kampala,Tier 1,Public/Mixed,NR,None,85%,85,3283000,2790550,492450
List15,S23B39/009,A10343,Fred Abigaba,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,2,6,Continuing,Normal,Mukono,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,NR,None,70%,70,3283000,2298100,984900
List15,S23B39/012,A10377,Nakimera Nakiganda,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,3,2,6,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Double Normal,100%,100,4133000,4133000,0
List15,S24B39/001,A10304,Annet Lumala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,2,4,Continuing,Late,Mukono,Seeta High School,Kampala,Tier 2,Private/Faith-based,R,Double Normal,45%,45,4133000,1859850,2273150
List15,S24B39/003,A10336,Janet Wanyama,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,2,4,Continuing,Late,Mukono,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,R,Executive,80%,80,4783000,3826400,956600
List15,S24B39/005,A10345,Joshua Kafuko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,2,4,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,35%,35,3933000,1376550,2556450
List15,S24B39/008,A10382,Namyalo Ssentongo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,1,3,Leave of Absence,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,40%,40,3933000,1573200,2359800
List15,S24B39/011,A10404,Isaac Naggenda,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,2,2,4,Continuing,Normal,Mukono,Ntare School,Kampala,Tier 1,Public/Mixed,R,Ordinary,90%,90,3933000,3539700,393300
List15,S25B39/004,A10363,Nambooze Sserugo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Executive,35%,35,4783000,1674050,3108950
List15,S25B39/007,A10386,Sheila Abigaba,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Normal,Mukono,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,NR,None,45%,45,3283000,1477350,1805650
List15,S25B39/009,A10400,Elizabeth Nakyanzi,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,39,Bachelor of Science in Agricultural Science and Entrepreneurship,1,2,2,Continuing,Late,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,60%,60,4783000,2869800,1913200
List15,J23B41/002,A10418,Elijah Jones,Tanzanian,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Mukono,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,NR,None,100%,100,3283000,3283000,0
List15,J23B41/005,A10451,Nambi Kato,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,R,Ordinary,95%,95,3933000,3736350,196650
List15,J23B41/008,A10464,Amina Nalubega,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Mukono,King's College Budo,Kampala,Tier 1,Private/Faith-based,R,Double Normal,85%,85,4133000,3513050,619950
List15,J23B41/010,A10478,Grace Namagombe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Executive,45%,45,4783000,2152350,2630650
List15,J23B41/013,A10506,Eunice Kibirige,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Mukono,Ntare School,Kampala,Tier 1,Public/Mixed,R,Executive,75%,75,4783000,3587250,1195750
List15,J24B41/004,A10437,Ronald Amanya,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,1,5,Continuing,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,NR,None,75%,75,3283000,2462250,820750
List15,J24B41/007,A10466,Mildred Nakitto,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,1,5,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,NR,None,50%,50,3283000,1641500,1641500
List15,J24B41/009,A10510,Ivan Kamara,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,1,5,Continuing,Normal,Mukono,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,NR,None,60%,60,3283000,1969800,1313200
List15,J25B41/002,A10439,Achan Kikomeko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,1,3,Continuing,Normal,Mukono,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,NR,None,70%,70,3283000,2298100,984900
List15,J25B41/005,A10474,Nakimera Opio,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,1,3,Continuing,Normal,Mukono,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,R,Double Normal,35%,35,4133000,1446550,2686450
List15,J25B41/007,A10483,Vanessa Nandutu,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Leave of Absence,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,NR,None,95%,95,3283000,3118850,164150
List15,J25B41/009,A10496,Nancy Kibirige,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,1,3,Continuing,Late,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,35%,35,3933000,1376550,2556450
List15,J25B41/011,A10505,Nakintu Mulyagonja,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,1,3,Continuing,Normal,Mukono,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,R,Double Normal,100%,100,4133000,4133000,0
List15,KJ23B41/003,A10444,Lilian Ocaya,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,4,1,7,Retake/Probation,Normal,Kampala,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,NR,None,55%,55,3283000,1805650,1477350
List15,KJ23B41/011,A10485,Nandutu Muwanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Finalist,Normal,Kampala,King's College Budo,Kampala,Tier 1,Private/Faith-based,NR,None,30%,30,3283000,984900,2298100
List15,KJ24B41/002,A10423,David Kibirige,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,1,5,Continuing,Late,Kampala,Muni Girls School,Arua,Tier 2,Private/Faith-based,NR,None,45%,45,3283000,1477350,1805650
List15,KJ25B41/004,A10467,Juliet Ainomugisha,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,1,3,Continuing,Normal,Kampala,Seeta High School,Kampala,Tier 2,Private/Faith-based,R,Ordinary,30%,30,4133000,1239900,2893100
List15,KM23B41/004,A10435,Achan Mugerwa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Kampala,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,R,Double Normal,35%,35,4283000,1499050,2783950
List15,KM24B41/010,A10490,Judy Ssekiziyivu,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Kampala,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,R,Ordinary,60%,60,4133000,2479800,1653200
List15,KM25B41/003,A10415,Isabella Young,Indian,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Kampala,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,R,Ordinary,50%,50,4133000,2066500,2066500
List15,KM25B41/007,A10440,Lydia Ssenoga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Late,Kampala,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,NR,None,70%,70,3283000,2298100,984900
List15,KM25B41/013,A10488,Anena Nakimera,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Kampala,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,NR,None,35%,35,3283000,1149050,2133950
List15,KM25B41/015,A10503,Hope Nafuna,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Kampala,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,NR,None,55%,55,3283000,1805650,1477350
List15,KS23B41/007,A10456,Sarah Davis,Kenyan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Kampala,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,NR,None,90%,90,3283000,2954700,328300
List15,KS24B41/006,A10445,Precious Obua,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Kampala,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,NR,None,70%,70,3283000,2298100,984900
List15,KS24B41/008,A10457,Stephen Malinga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Late,Kampala,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,R,Executive,85%,85,5083000,4320550,762450
List15,KS25B41/006,A10470,Sarah Wright,Kenyan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Kampala,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,NR,None,100%,100,3283000,3283000,0
List15,M23B41/003,A10422,Warren Balikuddembe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Ordinary,85%,85,3933000,3343050,589950
List15,M23B41/006,A10476,Namazzi Lumala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,R,Double Normal,80%,80,4133000,3306400,826600
List15,M23B41/008,A10502,Akello Malinga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,R,Double Normal,90%,90,4133000,3719700,413300
List15,M24B41/002,A10410,Yusuf Nelson,Congolese,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,R,Ordinary,60%,60,3933000,2359800,1573200
List15,M24B41/004,A10431,Diana Kalema,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,NR,None,55%,55,3283000,1805650,1477350
List15,M24B41/007,A10447,Daisy Nsereko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,R,Double Normal,75%,75,4133000,3099750,1033250
List15,M24B41/009,A10475,Amelia Miller,Congolese,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Makerere College School,Kampala,Tier 2,Private/Faith-based,R,Double Normal,70%,70,4133000,2893100,1239900
List15,M25B41/002,A10414,Liam Hall,Kenyan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,NR,None,40%,40,3283000,1313200,1969800
List15,M25B41/006,A10434,Nakintu Arinaitwe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,NR,None,45%,45,3283000,1477350,1805650
List15,M25B41/009,A10455,Nambooze Kaboyo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,R,Executive,35%,35,4783000,1674050,3108950
List15,M25B41/012,A10473,Nambi Ssenoga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Late,Mukono,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,R,Double Normal,65%,65,4133000,2686450,1446550
List15,S23B41/001,A10412,Joan Lwanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,NR,None,65%,65,3283000,2133950,1149050
List15,S23B41/004,A10428,Doreen Bbaale,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,R,Executive,90%,90,4783000,4304700,478300
List15,S23B41/006,A10446,Joy Ntale,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,NR,None,60%,60,3283000,1969800,1313200
List15,S23B41/009,A10487,Charles Gitta,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,Mukono,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,R,Double Normal,40%,40,4133000,1653200,2479800
List15,S23B41/011,A10499,Zaina Kazibwe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Late,Mukono,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,NR,None,45%,45,3283000,1477350,1805650
List15,S24B41/002,A10421,Caroline Kaboyo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,R,Double Normal,90%,90,4133000,3719700,413300
List15,S24B41/005,A10441,George Ssenfuma,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,NR,None,55%,55,3283000,1805650,1477350
List15,S24B41/010,A10482,Natukunda Tibyangye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,R,Ordinary,75%,75,3933000,2949750,983250
List15,S24B41/012,A10489,Emmanuel Byarugaba,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,Mukono,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,R,Executive,30%,30,4783000,1434900,3348100
List15,S24B41/014,A10504,Richard Kisembo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Late,Mukono,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,NR,None,35%,35,3283000,1149050,2133950
List15,S25B41/002,A10433,Norah Olara,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,NR,None,100%,100,3283000,3283000,0
List15,S25B41/004,A10462,Margaret Amanya,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,R,Double Normal,100%,100,4133000,4133000,0
List15,S25B41/008,A10477,Faith Nakabuye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Busoga High School,Iganga,Tier 2,Private/Faith-based,NR,None,65%,65,3283000,2133950,1149050
List15,S25B41/010,A10498,Esther Isabirye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,R,Ordinary,100%,100,3933000,3933000,0
List15,S25B41/012,A10508,Violet Akello,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,R,Double Normal,65%,65,4133000,2686450,1446550
List15,J23B40/001,A10519,Yasin Adong,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,Mukono,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,NR,None,100%,100,4183000,4183000,0
List15,J23B40/004,A10540,Sylvia Kansiime,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Normal,Mukono,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,NR,None,50%,50,4183000,2091500,2091500
List15,J23B40/006,A10557,Dorothy Byaruhanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,Mukono,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,NR,None,80%,80,4183000,3346400,836600
List15,J23B40/008,A10559,Anena Mulindwa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Late,Mukono,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,R,Double Normal,100%,100,5033000,5033000,0
List15,J23B40/010,A10572,Walter Kalyegira,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,Mukono,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,NR,None,40%,40,4183000,1673200,2509800
List15,J23B40/012,A10586,Rebecca Namirembe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,Mukono,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,NR,None,65%,65,4183000,2718950,1464050
List15,J24B40/001,A10524,Richard Kikomeko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Late,Mukono,Namasagali College,Kamuli,Tier 1,Private/Faith-based,R,Ordinary,85%,85,4833000,4108050,724950
List15,J24B40/003,A10550,Emmanuel Muhangi,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,Mukono,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,R,Executive,50%,50,5683000,2841500,2841500
List15,J24B40/005,A10576,Peter Namyalo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,Mukono,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,R,Double Normal,100%,100,5033000,5033000,0
List15,J25B40/001,A10513,Isaac Ssewava,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,Mukono,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,R,Ordinary,60%,60,4833000,2899800,1933200
List15,J25B40/004,A10546,Asiimwe Oringa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Late,Mukono,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,R,Executive,100%,100,5683000,5683000,0
List15,J25B40/007,A10561,Jacob Ainomugisha,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Late,Mukono,Gulu High School,Gulu,Tier 2,Private/Faith-based,R,Executive,60%,60,5683000,3409800,2273200
List15,J25B40/011,A10598,Noah Mulindwa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,Mukono,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,NR,None,85%,85,4183000,3555550,627450
List15,KJ23B40/003,A10539,Joshua Nakitto,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Normal,Kampala,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,NR,None,85%,85,4183000,3555550,627450
List15,KJ24B40/006,A10589,Valerie Nabaggala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,Kampala,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,NR,None,50%,50,4183000,2091500,2091500
List15,KJ25B40/006,A10555,Henry Davis,Tanzanian,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,Kampala,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,R,Ordinary,60%,60,5033000,3019800,2013200
List15,KJ25B40/010,A10588,Precious Nabirye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,Kampala,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,R,Ordinary,25%,25,5033000,1258250,3774750
List15,KM23B40/007,A10564,Timothy Yiga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,Kampala,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,R,Ordinary,50%,50,5033000,2516500,2516500
